6;3;1
10;5;2
2;9;3
18;18;31
4;27;10
8;17;3
11;66;26
4;17;3
10;31;15
10;11;15
9;34;4
4;9;4
6;12;3
5;41;22
9;3;2
24;22;15
2;15;7
12;33;6
3;4;12
6;2;13
3;5;16
9;5;12
6;9;4
21;3;10
3;54;3
14;4;10
9;17;5
3;1;4
7;2;8
4;3;2
2;17;3
366;6;2
3;2;5
2;5;4
5;2;5
3;2;8
4;5;2
2;19;3
3;12;5
4;2;2
8;2;8
10;22;3
13;2;2
19;4;3
3;1;7
3;5;11
5;3;4
2;1;3
6;40;3
8;5;9
4;7;2
12;4;3
8;637;5
6;27;6
7;7;8
15;3;12
4;5;4
1;7;10
4;4;2
27;5;4
7;890;3
3;660;2
